 Hydraulic head for Test 3  Transient, leaky, rainfall                          
         time     x-coord.            H
   7.0848E+06   8.8000E+02   6.0120E+01
   7.0848E+06   8.9000E+02   5.9824E+01
   7.0848E+06   9.0000E+02   5.9402E+01
   7.0848E+06   9.1000E+02   5.8817E+01
   7.0848E+06   9.2000E+02   5.8007E+01
   7.0848E+06   9.3000E+02   5.6894E+01
   7.0848E+06   9.4000E+02   5.5401E+01
   7.0848E+06   9.5000E+02   5.3414E+01
   7.0848E+06   9.6000E+02   5.0774E+01
   7.0848E+06   9.7000E+02   4.7317E+01
   7.0848E+06   9.8000E+02   4.2895E+01
   7.0848E+06   9.9000E+02   3.7315E+01
   7.0848E+06   1.0000E+03   3.0000E+01
   7.1712E+06   0.0000E+00   6.1181E+01
   7.1712E+06   1.0000E+01   6.1182E+01
   7.1712E+06   2.0000E+01   6.1181E+01
   7.1712E+06   3.0000E+01   6.1181E+01
   7.1712E+06   4.0000E+01   6.1182E+01
   7.1712E+06   5.0000E+01   6.1181E+01
   7.1712E+06   6.0000E+01   6.1182E+01
   7.1712E+06   7.0000E+01   6.1181E+01
   7.1712E+06   8.0000E+01   6.1181E+01
   7.1712E+06   9.0000E+01   6.1182E+01
   7.1712E+06   1.0000E+02   6.1181E+01
   7.1712E+06   1.1000E+02   6.1182E+01
   7.1712E+06   1.2000E+02   6.1181E+01
   7.1712E+06   1.3000E+02   6.1181E+01
   7.1712E+06   1.4000E+02   6.1182E+01
   7.1712E+06   1.5000E+02   6.1181E+01
   7.1712E+06   1.6000E+02   6.1182E+01
   7.1712E+06   1.7000E+02   6.1181E+01
   7.1712E+06   1.8000E+02   6.1181E+01
   7.1712E+06   1.9000E+02   6.1182E+01
   7.1712E+06   2.0000E+02   6.1181E+01
   7.1712E+06   2.1000E+02   6.1182E+01
   7.1712E+06   2.2000E+02   6.1181E+01
   7.1712E+06   2.3000E+02   6.1181E+01
   7.1712E+06   2.4000E+02   6.1182E+01
   7.1712E+06   2.5000E+02   6.1181E+01
   7.1712E+06   2.6000E+02   6.1182E+01
   7.1712E+06   2.7000E+02   6.1181E+01
   7.1712E+06   2.8000E+02   6.1181E+01
   7.1712E+06   2.9000E+02   6.1182E+01
   7.1712E+06   3.0000E+02   6.1181E+01
   7.1712E+06   3.1000E+02   6.1182E+01
   7.1712E+06   3.2000E+02   6.1181E+01
   7.1712E+06   3.3000E+02   6.1181E+01
   7.1712E+06   3.4000E+02   6.1182E+01
   7.1712E+06   3.5000E+02   6.1181E+01
   7.1712E+06   3.6000E+02   6.1182E+01
   7.1712E+06   3.7000E+02   6.1181E+01
   7.1712E+06   3.8000E+02   6.1181E+01
   7.1712E+06   3.9000E+02   6.1182E+01
   7.1712E+06   4.0000E+02   6.1181E+01
   7.1712E+06   4.1000E+02   6.1182E+01
   7.1712E+06   4.2000E+02   6.1181E+01
   7.1712E+06   4.3000E+02   6.1181E+01
   7.1712E+06   4.4000E+02   6.1182E+01
   7.1712E+06   4.5000E+02   6.1181E+01
   7.1712E+06   4.6000E+02   6.1182E+01
   7.1712E+06   4.7000E+02   6.1181E+01
   7.1712E+06   4.8000E+02   6.1181E+01
   7.1712E+06   4.9000E+02   6.1182E+01
   7.1712E+06   5.0000E+02   6.1181E+01
   7.1712E+06   5.1000E+02   6.1182E+01
   7.1712E+06   5.2000E+02   6.1181E+01
   7.1712E+06   5.3000E+02   6.1181E+01
   7.1712E+06   5.4000E+02   6.1182E+01
   7.1712E+06   5.5000E+02   6.1181E+01
   7.1712E+06   5.6000E+02   6.1182E+01
   7.1712E+06   5.7000E+02   6.1181E+01
   7.1712E+06   5.8000E+02   6.1181E+01
   7.1712E+06   5.9000E+02   6.1182E+01
   7.1712E+06   6.0000E+02   6.1181E+01
   7.1712E+06   6.1000E+02   6.1182E+01
   7.1712E+06   6.2000E+02   6.1181E+01
   7.1712E+06   6.3000E+02   6.1181E+01
   7.1712E+06   6.4000E+02   6.1182E+01
   7.1712E+06   6.5000E+02   6.1181E+01
   7.1712E+06   6.6000E+02   6.1182E+01
   7.1712E+06   6.7000E+02   6.1181E+01
   7.1712E+06   6.8000E+02   6.1181E+01
   7.1712E+06   6.9000E+02   6.1182E+01
   7.1712E+06   7.0000E+02   6.1181E+01
   7.1712E+06   7.1000E+02   6.1182E+01
   7.1712E+06   7.2000E+02   6.1181E+01
   7.1712E+06   7.3000E+02   6.1181E+01
   7.1712E+06   7.4000E+02   6.1181E+01
   7.1712E+06   7.5000E+02   6.1180E+01
   7.1712E+06   7.6000E+02   6.1180E+01
   7.1712E+06   7.7000E+02   6.1178E+01
   7.1712E+06   7.8000E+02   6.1175E+01
   7.1712E+06   7.9000E+02   6.1172E+01
   7.1712E+06   8.0000E+02   6.1164E+01
   7.1712E+06   8.1000E+02   6.1154E+01
   7.1712E+06   8.2000E+02   6.1136E+01
   7.1712E+06   8.3000E+02   6.1108E+01
   7.1712E+06   8.4000E+02   6.1066E+01
   7.1712E+06   8.5000E+02   6.0998E+01
   7.1712E+06   8.6000E+02   6.0902E+01
   7.1712E+06   8.7000E+02   6.0754E+01
   7.1712E+06   8.8000E+02   6.0541E+01
   7.1712E+06   8.9000E+02   6.0238E+01
   7.1712E+06   9.0000E+02   5.9802E+01
   7.1712E+06   9.1000E+02   5.9201E+01
   7.1712E+06   9.2000E+02   5.8365E+01
   7.1712E+06   9.3000E+02   5.7229E+01
   7.1712E+06   9.4000E+02   5.5705E+01
   7.1712E+06   9.5000E+02   5.3663E+01
   7.1712E+06   9.6000E+02   5.0982E+01
   7.1712E+06   9.7000E+02   4.7477E+01
   7.1712E+06   9.8000E+02   4.2979E+01
   7.1712E+06   9.9000E+02   3.7269E+01
   7.1712E+06   1.0000E+03   3.0000E+01
   7.2576E+06   0.0000E+00   6.1181E+01
   7.2576E+06   1.0000E+01   6.1181E+01
   7.2576E+06   2.0000E+01   6.1181E+01
   7.2576E+06   3.0000E+01   6.1181E+01
   7.2576E+06   4.0000E+01   6.1181E+01
   7.2576E+06   5.0000E+01   6.1181E+01
   7.2576E+06   6.0000E+01   6.1181E+01
   7.2576E+06   7.0000E+01   6.1181E+01
   7.2576E+06   8.0000E+01   6.1181E+01
   7.2576E+06   9.0000E+01   6.1181E+01
   7.2576E+06   1.0000E+02   6.1181E+01
   7.2576E+06   1.1000E+02   6.1181E+01
   7.2576E+06   1.2000E+02   6.1181E+01
   7.2576E+06   1.3000E+02   6.1181E+01
   7.2576E+06   1.4000E+02   6.1181E+01
   7.2576E+06   1.5000E+02   6.1181E+01
   7.2576E+06   1.6000E+02   6.1181E+01
   7.2576E+06   1.7000E+02   6.1181E+01
   7.2576E+06   1.8000E+02   6.1181E+01
   7.2576E+06   1.9000E+02   6.1181E+01
   7.2576E+06   2.0000E+02   6.1181E+01
   7.2576E+06   2.1000E+02   6.1181E+01
   7.2576E+06   2.2000E+02   6.1181E+01
   7.2576E+06   2.3000E+02   6.1181E+01
   7.2576E+06   2.4000E+02   6.1181E+01
   7.2576E+06   2.5000E+02   6.1181E+01
   7.2576E+06   2.6000E+02   6.1181E+01
   7.2576E+06   2.7000E+02   6.1181E+01
   7.2576E+06   2.8000E+02   6.1181E+01
   7.2576E+06   2.9000E+02   6.1181E+01
   7.2576E+06   3.0000E+02   6.1181E+01
   7.2576E+06   3.1000E+02   6.1181E+01
   7.2576E+06   3.2000E+02   6.1181E+01
   7.2576E+06   3.3000E+02   6.1181E+01
   7.2576E+06   3.4000E+02   6.1181E+01
   7.2576E+06   3.5000E+02   6.1181E+01
   7.2576E+06   3.6000E+02   6.1181E+01
   7.2576E+06   3.7000E+02   6.1181E+01
   7.2576E+06   3.8000E+02   6.1181E+01
   7.2576E+06   3.9000E+02   6.1181E+01
   7.2576E+06   4.0000E+02   6.1181E+01
   7.2576E+06   4.1000E+02   6.1182E+01
   7.2576E+06   4.2000E+02   6.1181E+01
   7.2576E+06   4.3000E+02   6.1181E+01
   7.2576E+06   4.4000E+02   6.1182E+01
   7.2576E+06   4.5000E+02   6.1181E+01
   7.2576E+06   4.6000E+02   6.1182E+01
   7.2576E+06   4.7000E+02   6.1181E+01
   7.2576E+06   4.8000E+02   6.1181E+01
   7.2576E+06   4.9000E+02   6.1182E+01
   7.2576E+06   5.0000E+02   6.1181E+01
   7.2576E+06   5.1000E+02   6.1182E+01
   7.2576E+06   5.2000E+02   6.1181E+01
   7.2576E+06   5.3000E+02   6.1181E+01
   7.2576E+06   5.4000E+02   6.1182E+01
   7.2576E+06   5.5000E+02   6.1181E+01
   7.2576E+06   5.6000E+02   6.1182E+01
   7.2576E+06   5.7000E+02   6.1181E+01
   7.2576E+06   5.8000E+02   6.1181E+01
   7.2576E+06   5.9000E+02   6.1182E+01
   7.2576E+06   6.0000E+02   6.1181E+01
   7.2576E+06   6.1000E+02   6.1182E+01
   7.2576E+06   6.2000E+02   6.1181E+01
   7.2576E+06   6.3000E+02   6.1181E+01
   7.2576E+06   6.4000E+02   6.1182E+01
   7.2576E+06   6.5000E+02   6.1181E+01
   7.2576E+06   6.6000E+02   6.1182E+01
   7.2576E+06   6.7000E+02   6.1181E+01
   7.2576E+06   6.8000E+02   6.1181E+01
   7.2576E+06   6.9000E+02   6.1182E+01
   7.2576E+06   7.0000E+02   6.1181E+01
   7.2576E+06   7.1000E+02   6.1182E+01
   7.2576E+06   7.2000E+02   6.1181E+01
   7.2576E+06   7.3000E+02   6.1181E+01
   7.2576E+06   7.4000E+02   6.1181E+01
   7.2576E+06   7.5000E+02   6.1180E+01
   7.2576E+06   7.6000E+02   6.1180E+01
   7.2576E+06   7.7000E+02   6.1178E+01
   7.2576E+06   7.8000E+02   6.1175E+01
   7.2576E+06   7.9000E+02   6.1171E+01
   7.2576E+06   8.0000E+02   6.1163E+01
   7.2576E+06   8.1000E+02   6.1152E+01
   7.2576E+06   8.2000E+02   6.1133E+01
   7.2576E+06   8.3000E+02   6.1103E+01
   7.2576E+06   8.4000E+02   6.1059E+01
   7.2576E+06   8.5000E+02   6.0989E+01
   7.2576E+06   8.6000E+02   6.0887E+01
   7.2576E+06   8.7000E+02   6.0734E+01
   7.2576E+06   8.8000E+02   6.0514E+01
   7.2576E+06   8.9000E+02   6.0199E+01
   7.2576E+06   9.0000E+02   5.9751E+01
   7.2576E+06   9.1000E+02   5.9131E+01
   7.2576E+06   9.2000E+02   5.8274E+01
   7.2576E+06   9.3000E+02   5.7111E+01
   7.2576E+06   9.4000E+02   5.5549E+01
   7.2576E+06   9.5000E+02   5.3467E+01
   7.2576E+06   9.6000E+02   5.0735E+01
   7.2576E+06   9.7000E+02   4.7174E+01
   7.2576E+06   9.8000E+02   4.2612E+01
   7.2576E+06   9.9000E+02   3.6834E+01
   7.2576E+06   1.0000E+03   3.0000E+01
   7.3440E+06   0.0000E+00   6.1181E+01
   7.3440E+06   1.0000E+01   6.1181E+01
   7.3440E+06   2.0000E+01   6.1181E+01
   7.3440E+06   3.0000E+01   6.1181E+01
   7.3440E+06   4.0000E+01   6.1181E+01
   7.3440E+06   5.0000E+01   6.1181E+01
   7.3440E+06   6.0000E+01   6.1181E+01
   7.3440E+06   7.0000E+01   6.1181E+01
   7.3440E+06   8.0000E+01   6.1181E+01
   7.3440E+06   9.0000E+01   6.1181E+01
   7.3440E+06   1.0000E+02   6.1181E+01
   7.3440E+06   1.1000E+02   6.1181E+01
   7.3440E+06   1.2000E+02   6.1181E+01
   7.3440E+06   1.3000E+02   6.1181E+01
   7.3440E+06   1.4000E+02   6.1181E+01
   7.3440E+06   1.5000E+02   6.1181E+01
   7.3440E+06   1.6000E+02   6.1181E+01
   7.3440E+06   1.7000E+02   6.1181E+01
   7.3440E+06   1.8000E+02   6.1181E+01
   7.3440E+06   1.9000E+02   6.1181E+01
   7.3440E+06   2.0000E+02   6.1181E+01
   7.3440E+06   2.1000E+02   6.1181E+01
   7.3440E+06   2.2000E+02   6.1181E+01
   7.3440E+06   2.3000E+02   6.1181E+01
   7.3440E+06   2.4000E+02   6.1181E+01
   7.3440E+06   2.5000E+02   6.1181E+01
   7.3440E+06   2.6000E+02   6.1181E+01
   7.3440E+06   2.7000E+02   6.1181E+01
   7.3440E+06   2.8000E+02   6.1181E+01
   7.3440E+06   2.9000E+02   6.1181E+01
   7.3440E+06   3.0000E+02   6.1181E+01
   7.3440E+06   3.1000E+02   6.1181E+01
   7.3440E+06   3.2000E+02   6.1181E+01
   7.3440E+06   3.3000E+02   6.1181E+01
   7.3440E+06   3.4000E+02   6.1181E+01
   7.3440E+06   3.5000E+02   6.1181E+01
   7.3440E+06   3.6000E+02   6.1181E+01
   7.3440E+06   3.7000E+02   6.1181E+01
   7.3440E+06   3.8000E+02   6.1181E+01
   7.3440E+06   3.9000E+02   6.1181E+01
   7.3440E+06   4.0000E+02   6.1181E+01
   7.3440E+06   4.1000E+02   6.1181E+01
   7.3440E+06   4.2000E+02   6.1181E+01
   7.3440E+06   4.3000E+02   6.1181E+01
   7.3440E+06   4.4000E+02   6.1181E+01
   7.3440E+06   4.5000E+02   6.1181E+01
   7.3440E+06   4.6000E+02   6.1181E+01
   7.3440E+06   4.7000E+02   6.1181E+01
   7.3440E+06   4.8000E+02   6.1181E+01
   7.3440E+06   4.9000E+02   6.1181E+01
   7.3440E+06   5.0000E+02   6.1181E+01
   7.3440E+06   5.1000E+02   6.1181E+01
   7.3440E+06   5.2000E+02   6.1181E+01
   7.3440E+06   5.3000E+02   6.1181E+01
   7.3440E+06   5.4000E+02   6.1181E+01
   7.3440E+06   5.5000E+02   6.1181E+01
   7.3440E+06   5.6000E+02   6.1181E+01
   7.3440E+06   5.7000E+02   6.1181E+01
   7.3440E+06   5.8000E+02   6.1181E+01
   7.3440E+06   5.9000E+02   6.1181E+01
   7.3440E+06   6.0000E+02   6.1181E+01
   7.3440E+06   6.1000E+02   6.1181E+01
   7.3440E+06   6.2000E+02   6.1181E+01
   7.3440E+06   6.3000E+02   6.1181E+01
   7.3440E+06   6.4000E+02   6.1181E+01
   7.3440E+06   6.5000E+02   6.1181E+01
   7.3440E+06   6.6000E+02   6.1181E+01
   7.3440E+06   6.7000E+02   6.1181E+01
   7.3440E+06   6.8000E+02   6.1181E+01
   7.3440E+06   6.9000E+02   6.1181E+01
   7.3440E+06   7.0000E+02   6.1181E+01
   7.3440E+06   7.1000E+02   6.1181E+01
   7.3440E+06   7.2000E+02   6.1181E+01
   7.3440E+06   7.3000E+02   6.1181E+01
   7.3440E+06   7.4000E+02   6.1181E+01
   7.3440E+06   7.5000E+02   6.1180E+01
   7.3440E+06   7.6000E+02   6.1179E+01
   7.3440E+06   7.7000E+02   6.1177E+01
   7.3440E+06   7.8000E+02   6.1175E+01
   7.3440E+06   7.9000E+02   6.1170E+01
   7.3440E+06   8.0000E+02   6.1162E+01
   7.3440E+06   8.1000E+02   6.1150E+01
   7.3440E+06   8.2000E+02   6.1130E+01
   7.3440E+06   8.3000E+02   6.1099E+01
   7.3440E+06   8.4000E+02   6.1051E+01
   7.3440E+06   8.5000E+02   6.0979E+01
   7.3440E+06   8.6000E+02   6.0871E+01
   7.3440E+06   8.7000E+02   6.0713E+01
   7.3440E+06   8.8000E+02   6.0485E+01
   7.3440E+06   8.9000E+02   6.0158E+01
   7.3440E+06   9.0000E+02   5.9698E+01
   7.3440E+06   9.1000E+02   5.9059E+01
   7.3440E+06   9.2000E+02   5.8181E+01
   7.3440E+06   9.3000E+02   5.6990E+01
   7.3440E+06   9.4000E+02   5.5392E+01
   7.3440E+06   9.5000E+02   5.3270E+01
   7.3440E+06   9.6000E+02   5.0484E+01
   7.3440E+06   9.7000E+02   4.6871E+01
   7.3440E+06   9.8000E+02   4.2252E+01
   7.3440E+06   9.9000E+02   3.6533E+01
   7.3440E+06   1.0000E+03   3.0000E+01
   7.4304E+06   0.0000E+00   6.1181E+01
   7.4304E+06   1.0000E+01   6.1181E+01
   7.4304E+06   2.0000E+01   6.1181E+01
   7.4304E+06   3.0000E+01   6.1181E+01
   7.4304E+06   4.0000E+01   6.1181E+01
   7.4304E+06   5.0000E+01   6.1181E+01
   7.4304E+06   6.0000E+01   6.1181E+01
   7.4304E+06   7.0000E+01   6.1181E+01
   7.4304E+06   8.0000E+01   6.1181E+01
   7.4304E+06   9.0000E+01   6.1181E+01
   7.4304E+06   1.0000E+02   6.1181E+01
   7.4304E+06   1.1000E+02   6.1181E+01
   7.4304E+06   1.2000E+02   6.1181E+01
   7.4304E+06   1.3000E+02   6.1181E+01
   7.4304E+06   1.4000E+02   6.1181E+01
   7.4304E+06   1.5000E+02   6.1181E+01
   7.4304E+06   1.6000E+02   6.1181E+01
   7.4304E+06   1.7000E+02   6.1181E+01
   7.4304E+06   1.8000E+02   6.1181E+01
   7.4304E+06   1.9000E+02   6.1181E+01
   7.4304E+06   2.0000E+02   6.1181E+01
   7.4304E+06   2.1000E+02   6.1181E+01
   7.4304E+06   2.2000E+02   6.1181E+01
   7.4304E+06   2.3000E+02   6.1181E+01
   7.4304E+06   2.4000E+02   6.1181E+01
   7.4304E+06   2.5000E+02   6.1181E+01
   7.4304E+06   2.6000E+02   6.1181E+01
   7.4304E+06   2.7000E+02   6.1181E+01
   7.4304E+06   2.8000E+02   6.1181E+01
   7.4304E+06   2.9000E+02   6.1181E+01
   7.4304E+06   3.0000E+02   6.1181E+01
   7.4304E+06   3.1000E+02   6.1181E+01
   7.4304E+06   3.2000E+02   6.1181E+01
   7.4304E+06   3.3000E+02   6.1181E+01
   7.4304E+06   3.4000E+02   6.1181E+01
   7.4304E+06   3.5000E+02   6.1181E+01
   7.4304E+06   3.6000E+02   6.1181E+01
   7.4304E+06   3.7000E+02   6.1181E+01
   7.4304E+06   3.8000E+02   6.1181E+01
   7.4304E+06   3.9000E+02   6.1181E+01
   7.4304E+06   4.0000E+02   6.1181E+01
   7.4304E+06   4.1000E+02   6.1181E+01
   7.4304E+06   4.2000E+02   6.1181E+01
   7.4304E+06   4.3000E+02   6.1181E+01
   7.4304E+06   4.4000E+02   6.1181E+01
   7.4304E+06   4.5000E+02   6.1181E+01
   7.4304E+06   4.6000E+02   6.1181E+01
   7.4304E+06   4.7000E+02   6.1181E+01
   7.4304E+06   4.8000E+02   6.1181E+01
   7.4304E+06   4.9000E+02   6.1181E+01
   7.4304E+06   5.0000E+02   6.1181E+01
   7.4304E+06   5.1000E+02   6.1181E+01
   7.4304E+06   5.2000E+02   6.1181E+01
   7.4304E+06   5.3000E+02   6.1181E+01
   7.4304E+06   5.4000E+02   6.1181E+01
   7.4304E+06   5.5000E+02   6.1182E+01
   7.4304E+06   5.6000E+02   6.1181E+01
   7.4304E+06   5.7000E+02   6.1181E+01
   7.4304E+06   5.8000E+02   6.1181E+01
   7.4304E+06   5.9000E+02   6.1181E+01
   7.4304E+06   6.0000E+02   6.1181E+01
   7.4304E+06   6.1000E+02   6.1181E+01
   7.4304E+06   6.2000E+02   6.1181E+01
   7.4304E+06   6.3000E+02   6.1181E+01
   7.4304E+06   6.4000E+02   6.1181E+01
   7.4304E+06   6.5000E+02   6.1182E+01
   7.4304E+06   6.6000E+02   6.1181E+01
   7.4304E+06   6.7000E+02   6.1181E+01
   7.4304E+06   6.8000E+02   6.1182E+01
   7.4304E+06   6.9000E+02   6.1181E+01
   7.4304E+06   7.0000E+02   6.1181E+01
   7.4304E+06   7.1000E+02   6.1181E+01
   7.4304E+06   7.2000E+02   6.1181E+01
   7.4304E+06   7.3000E+02   6.1181E+01
   7.4304E+06   7.4000E+02   6.1181E+01
   7.4304E+06   7.5000E+02   6.1180E+01
   7.4304E+06   7.6000E+02   6.1179E+01
   7.4304E+06   7.7000E+02   6.1177E+01
   7.4304E+06   7.8000E+02   6.1174E+01
   7.4304E+06   7.9000E+02   6.1169E+01
   7.4304E+06   8.0000E+02   6.1160E+01
   7.4304E+06   8.1000E+02   6.1147E+01
   7.4304E+06   8.2000E+02   6.1126E+01
   7.4304E+06   8.3000E+02   6.1093E+01
   7.4304E+06   8.4000E+02   6.1043E+01
   7.4304E+06   8.5000E+02   6.0968E+01
   7.4304E+06   8.6000E+02   6.0856E+01
   7.4304E+06   8.7000E+02   6.0692E+01
   7.4304E+06   8.8000E+02   6.0456E+01
   7.4304E+06   8.9000E+02   6.0118E+01
   7.4304E+06   9.0000E+02   5.9643E+01
   7.4304E+06   9.1000E+02   5.8987E+01
   7.4304E+06   9.2000E+02   5.8086E+01
   7.4304E+06   9.3000E+02   5.6865E+01
   7.4304E+06   9.4000E+02   5.5233E+01
   7.4304E+06   9.5000E+02   5.3069E+01
   7.4304E+06   9.6000E+02   5.0232E+01
   7.4304E+06   9.7000E+02   4.6569E+01
   7.4304E+06   9.8000E+02   4.1928E+01
   7.4304E+06   9.9000E+02   3.6296E+01
   7.4304E+06   1.0000E+03   3.0000E+01
   7.5168E+06   0.0000E+00   6.1770E+01
   7.5168E+06   1.0000E+01   6.1770E+01
   7.5168E+06   2.0000E+01   6.1770E+01
   7.5168E+06   3.0000E+01   6.1770E+01
   7.5168E+06   4.0000E+01   6.1770E+01
   7.5168E+06   5.0000E+01   6.1770E+01
   7.5168E+06   6.0000E+01   6.1770E+01
   7.5168E+06   7.0000E+01   6.1770E+01
   7.5168E+06   8.0000E+01   6.1770E+01
   7.5168E+06   9.0000E+01   6.1770E+01
   7.5168E+06   1.0000E+02   6.1770E+01
   7.5168E+06   1.1000E+02   6.1770E+01
   7.5168E+06   1.2000E+02   6.1770E+01
   7.5168E+06   1.3000E+02   6.1770E+01
   7.5168E+06   1.4000E+02   6.1770E+01
   7.5168E+06   1.5000E+02   6.1770E+01
   7.5168E+06   1.6000E+02   6.1770E+01
   7.5168E+06   1.7000E+02   6.1770E+01
   7.5168E+06   1.8000E+02   6.1770E+01
   7.5168E+06   1.9000E+02   6.1770E+01
   7.5168E+06   2.0000E+02   6.1770E+01
   7.5168E+06   2.1000E+02   6.1770E+01
   7.5168E+06   2.2000E+02   6.1770E+01
   7.5168E+06   2.3000E+02   6.1770E+01
   7.5168E+06   2.4000E+02   6.1770E+01
   7.5168E+06   2.5000E+02   6.1770E+01
   7.5168E+06   2.6000E+02   6.1770E+01
   7.5168E+06   2.7000E+02   6.1770E+01
   7.5168E+06   2.8000E+02   6.1770E+01
   7.5168E+06   2.9000E+02   6.1770E+01
   7.5168E+06   3.0000E+02   6.1770E+01
   7.5168E+06   3.1000E+02   6.1770E+01
   7.5168E+06   3.2000E+02   6.1770E+01
   7.5168E+06   3.3000E+02   6.1770E+01
   7.5168E+06   3.4000E+02   6.1770E+01
   7.5168E+06   3.5000E+02   6.1770E+01
   7.5168E+06   3.6000E+02   6.1770E+01
   7.5168E+06   3.7000E+02   6.1770E+01
   7.5168E+06   3.8000E+02   6.1770E+01
   7.5168E+06   3.9000E+02   6.1770E+01
   7.5168E+06   4.0000E+02   6.1770E+01
   7.5168E+06   4.1000E+02   6.1770E+01
   7.5168E+06   4.2000E+02   6.1770E+01
   7.5168E+06   4.3000E+02   6.1770E+01
   7.5168E+06   4.4000E+02   6.1770E+01
   7.5168E+06   4.5000E+02   6.1770E+01
   7.5168E+06   4.6000E+02   6.1770E+01
   7.5168E+06   4.7000E+02   6.1770E+01
   7.5168E+06   4.8000E+02   6.1770E+01
   7.5168E+06   4.9000E+02   6.1770E+01
   7.5168E+06   5.0000E+02   6.1770E+01
   7.5168E+06   5.1000E+02   6.1770E+01
   7.5168E+06   5.2000E+02   6.1770E+01
   7.5168E+06   5.3000E+02   6.1770E+01
   7.5168E+06   5.4000E+02   6.1770E+01
   7.5168E+06   5.5000E+02   6.1769E+01
   7.5168E+06   5.6000E+02   6.1770E+01
   7.5168E+06   5.7000E+02   6.1770E+01
   7.5168E+06   5.8000E+02   6.1770E+01
   7.5168E+06   5.9000E+02   6.1771E+01
   7.5168E+06   6.0000E+02   6.1769E+01
   7.5168E+06   6.1000E+02   6.1771E+01
   7.5168E+06   6.2000E+02   6.1770E+01
   7.5168E+06   6.3000E+02   6.1770E+01
   7.5168E+06   6.4000E+02   6.1771E+01
   7.5168E+06   6.5000E+02   6.1769E+01
   7.5168E+06   6.6000E+02   6.1771E+01
   7.5168E+06   6.7000E+02   6.1770E+01
   7.5168E+06   6.8000E+02   6.1770E+01
   7.5168E+06   6.9000E+02   6.1771E+01
   7.5168E+06   7.0000E+02   6.1769E+01
   7.5168E+06   7.1000E+02   6.1771E+01
   7.5168E+06   7.2000E+02   6.1770E+01
   7.5168E+06   7.3000E+02   6.1769E+01
   7.5168E+06   7.4000E+02   6.1770E+01
   7.5168E+06   7.5000E+02   6.1768E+01
   7.5168E+06   7.6000E+02   6.1768E+01
   7.5168E+06   7.7000E+02   6.1765E+01
   7.5168E+06   7.8000E+02   6.1762E+01
   7.5168E+06   7.9000E+02   6.1758E+01
   7.5168E+06   8.0000E+02   6.1747E+01
   7.5168E+06   8.1000E+02   6.1735E+01
   7.5168E+06   8.2000E+02   6.1711E+01
   7.5168E+06   8.3000E+02   6.1676E+01
   7.5168E+06   8.4000E+02   6.1626E+01
   7.5168E+06   8.5000E+02   6.1544E+01
   7.5168E+06   8.6000E+02   6.1430E+01
   7.5168E+06   8.7000E+02   6.1258E+01
   7.5168E+06   8.8000E+02   6.1012E+01
   7.5168E+06   8.9000E+02   6.0667E+01
   7.5168E+06   9.0000E+02   6.0175E+01
   7.5168E+06   9.1000E+02   5.9503E+01
   7.5168E+06   9.2000E+02   5.8577E+01
   7.5168E+06   9.3000E+02   5.7328E+01
   7.5168E+06   9.4000E+02   5.5664E+01
   7.5168E+06   9.5000E+02   5.3449E+01
   7.5168E+06   9.6000E+02   5.0575E+01
   7.5168E+06   9.7000E+02   4.6864E+01
   7.5168E+06   9.8000E+02   4.2216E+01
   7.5168E+06   9.9000E+02   3.6663E+01
   7.5168E+06   1.0000E+03   3.0000E+01
   7.6032E+06   0.0000E+00   6.1770E+01
   7.6032E+06   1.0000E+01   6.1770E+01
   7.6032E+06   2.0000E+01   6.1770E+01
   7.6032E+06   3.0000E+01   6.1770E+01
   7.6032E+06   4.0000E+01   6.1770E+01
   7.6032E+06   5.0000E+01   6.1770E+01
   7.6032E+06   6.0000E+01   6.1770E+01
   7.6032E+06   7.0000E+01   6.1770E+01
   7.6032E+06   8.0000E+01   6.1770E+01
   7.6032E+06   9.0000E+01   6.1770E+01
   7.6032E+06   1.0000E+02   6.1770E+01
   7.6032E+06   1.1000E+02   6.1770E+01
   7.6032E+06   1.2000E+02   6.1770E+01
   7.6032E+06   1.3000E+02   6.1770E+01
   7.6032E+06   1.4000E+02   6.1770E+01
   7.6032E+06   1.5000E+02   6.1770E+01
   7.6032E+06   1.6000E+02   6.1770E+01
   7.6032E+06   1.7000E+02   6.1770E+01
   7.6032E+06   1.8000E+02   6.1770E+01
   7.6032E+06   1.9000E+02   6.1770E+01
   7.6032E+06   2.0000E+02   6.1770E+01
   7.6032E+06   2.1000E+02   6.1770E+01
   7.6032E+06   2.2000E+02   6.1770E+01
   7.6032E+06   2.3000E+02   6.1770E+01
   7.6032E+06   2.4000E+02   6.1770E+01
   7.6032E+06   2.5000E+02   6.1770E+01
   7.6032E+06   2.6000E+02   6.1770E+01
   7.6032E+06   2.7000E+02   6.1770E+01
   7.6032E+06   2.8000E+02   6.1770E+01
   7.6032E+06   2.9000E+02   6.1770E+01
   7.6032E+06   3.0000E+02   6.1770E+01
   7.6032E+06   3.1000E+02   6.1770E+01
   7.6032E+06   3.2000E+02   6.1770E+01
   7.6032E+06   3.3000E+02   6.1770E+01
   7.6032E+06   3.4000E+02   6.1770E+01
   7.6032E+06   3.5000E+02   6.1770E+01
   7.6032E+06   3.6000E+02   6.1770E+01
   7.6032E+06   3.7000E+02   6.1770E+01
   7.6032E+06   3.8000E+02   6.1770E+01
   7.6032E+06   3.9000E+02   6.1770E+01
